"id","label_uk","label_ru","label_fr","label_en","alias_list_uk","alias_list_ru","alias_list_fr","alias_list_en","chembl_id","chebi_id","atc_code","rxnorm","ukwiki_sitelink","frwiki_sitelink","ruwiki_sitelink","enwiki_sitelink","tallman_name"
"Q1431381","","Ганглиоблокатор","ganglioplégique","ganglionic blocker","[]","['Ганглиоблокаторы']","[]","[]","","","","","","","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%BE%D0%B1%D0%BB%D0%BE%D0%BA%D0%B0%D1%82%D0%BE%D1%80","https://en.wikipedia.org/wiki/Ganglionic_blocker",""
"Q2093727","","","sclérosant","sclerosing agent","[]","[]","[]","['Sclerosing Solutions']","","","C05BB","","","","","",""
"Q2354337","Фосфатидилсерин","Фосфатидилсерин","phosphatidylsérine","phosphatidyl serine","[]","['Фосфатидилсерины']","['Phosphatidylserine']","['distearoylphosphatidylserine', 'PS', 'Ptd-L-Ser', 'phosphatidyl-L-serine', 'phosphatidylserine', 'Phosphatidylserine', 'Phosphatidyl-L-serine', 'Phosphatidyl serine', 'phosphatidylserines']","","18303","","","https://uk.wikipedia.org/wiki/%D0%A4%D0%BE%D1%81%D1%84%D0%B0%D1%82%D0%B8%D0%B4%D0%B8%D0%BB%D1%81%D0%B5%D1%80%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/Phosphatidyls%C3%A9rine","https://ru.wikipedia.org/wiki/%D0%A4%D0%BE%D1%81%D1%84%D0%B0%D1%82%D0%B8%D0%B4%D0%B8%D0%BB%D1%81%D0%B5%D1%80%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Phosphatidylserine",""
"Q3242281","","","liqueur de Dakin","Dakin's solution","[]","[]","['Liqueur de dakin', 'Liqueur De Dakin', 'Eau de dakin', 'Eau de Dakin']","['Carrel-Dakin fluid', 'Carrel-Dakin method']","","","","","","https://fr.wikipedia.org/wiki/Solution_de_Dakin","","https://en.wikipedia.org/wiki/Dakin%27s_solution",""
"Q3579672","протипаркінсонічні препарати","противопаркинсоническое средство","antiparkinsonien","antiparkinson","[]","['антипаркинсоническое средство', 'противопаркинсонические средства']","[]","['antiparkinson agent', 'antiparkinsonians', 'antiparkinsonian agents', 'antiparkinson drugs', ""management of Parkinson's disease"", ""pharmacological treatment of Parkinson's disease""]","","","N04","","https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%82%D0%B8%D0%BF%D0%B0%D1%80%D0%BA%D1%96%D0%BD%D1%81%D0%BE%D0%BD%D1%96%D1%87%D0%BD%D1%96_%D0%BF%D1%80%D0%B5%D0%BF%D0%B0%D1%80%D0%B0%D1%82%D0%B8","","https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%82%D0%B8%D0%B2%D0%BE%D0%BF%D0%B0%D1%80%D0%BA%D0%B8%D0%BD%D1%81%D0%BE%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0","https://en.wikipedia.org/wiki/Pharmacological_treatment_of_Parkinson%27s_disease",""
"Q3595652","","Укропная вода","sirop calmante","gripe water","[]","[]","[]","['soothing syrup', 'gripe cordial']","","","","","","","https://ru.wikipedia.org/wiki/%D0%A3%D0%BA%D1%80%D0%BE%D0%BF%D0%BD%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B4%D0%B0","https://en.wikipedia.org/wiki/Gripe_water",""
"Q3716907","","","","dynepo","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Dynepo",""
"Q4067112","","Антирабический иммуноглобулин","sérum antirabique","rabies immunoglobulin","[]","[]","[]","[]","","","J06AA06","","","https://fr.wikipedia.org/wiki/Immunoglobuline_antirabique","https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%B8%D1%80%D0%B0%D0%B1%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BC%D0%BC%D1%83%D0%BD%D0%BE%D0%B3%D0%BB%D0%BE%D0%B1%D1%83%D0%BB%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Rabies_immunoglobulin",""
"Q4203018","","Ипратропия бромид + Фенотерол","","ipratropium bromide/fenoterol","[]","['Беродуал', 'Беродуал Н', 'Ипратропия бромид + фенотерол']","[]","[]","","","","","","","https://ru.wikipedia.org/wiki/%D0%98%D0%BF%D1%80%D0%B0%D1%82%D1%80%D0%BE%D0%BF%D0%B8%D1%8F_%D0%B1%D1%80%D0%BE%D0%BC%D0%B8%D0%B4_%2B_%D0%A4%D0%B5%D0%BD%D0%BE%D1%82%D0%B5%D1%80%D0%BE%D0%BB","",""
"Q4334524","","Омакор","esters éthyliques 90 d'acides oméga-3","omega-3-acid ethyl esters","[]","[]","[""oméga-3 (esters éthyliques 90 d'acides)""]","['Lovaza', 'omega-3 fatty acid ethyl esters', 'ω-3 fatty acid ethyl esters']","","","","484348","","","https://ru.wikipedia.org/wiki/%D0%9E%D0%BC%D0%B0%D0%BA%D0%BE%D1%80","https://en.wikipedia.org/wiki/Omega-3_acid_ethyl_esters",""
"Q4498216","Кальцій хлористий (фармакопінний)","Хлорид кальция (лекарственное средство)","préparation pharmaceutique du calcium chloride","pharmaceutical preparation of calcium chloride","[]","[]","[]","[]","","","","","https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D1%8C%D1%86%D1%96%D0%B9_%D1%85%D0%BB%D0%BE%D1%80%D0%B8%D1%81%D1%82%D0%B8%D0%B9_(%D1%84%D0%B0%D1%80%D0%BC%D0%B0%D0%BA%D0%BE%D0%BF%D0%B5%D0%B9%D0%BD%D0%B8%D0%B9)","","https://ru.wikipedia.org/wiki/%D0%A5%D0%BB%D0%BE%D1%80%D0%B8%D0%B4_%D0%BA%D0%B0%D0%BB%D1%8C%D1%86%D0%B8%D1%8F_(%D0%BB%D0%B5%D0%BA%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B5_%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%BE)","",""
"Q4572851","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q4899831","","","","ethinylestradiol/drospirenone/levomefolic acid","[]","[]","[]","['Beyaz']","","","","","","","","https://en.wikipedia.org/wiki/Drospirenone/ethinylestradiol/levomefolic_acid",""
"Q4928810","","","","Blue 88","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Blue_88",""
"Q5145911","","","collagénase de clostridium histolyticum","collagenase clostridium histolyticum","[]","[]","[]","['AA4500', 'Xiaflex']","CHEMBL2108709","","D03BA02","898492","","","","https://en.wikipedia.org/wiki/Collagenase_clostridium_histolyticum",""
"Q5168787","","","","copper in renewable energy","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Copper_in_renewable_energy",""
"Q5273861","","","","diclofenac/misoprostol","[]","[]","[]","['Arthrotec']","","","M01AB55","1359106","","","","https://en.wikipedia.org/wiki/Diclofenac/misoprostol",""
"Q5323003","","","","EFSH","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/EFSH",""
"Q5401780","","","","esterified estrogens/methyltestosterone","[]","[]","[]","['Estratest']","","","","","","","","https://en.wikipedia.org/wiki/Esterified_estrogens/methyltestosterone",""
"Q5401863","","","","ethinylestradiol/norethisterone acetate","[]","[]","[]","['Estrostep']","","","","","","","","https://en.wikipedia.org/wiki/Ethinylestradiol/norethisterone_acetate",""
"Q5572516","","","alipogène tiparvovec","glybera","[]","[]","[]","['Alipogene tiparvovec', 'dna (synthetic adeno-associated virus 1 vector amt-011), complex with protein vp1 (adeno-associated virus 1) and protein vp2 (adeno-associated virus 1) and protein vp3 (adeno-associated virus 1)', 'recombinant adeno-associated virus serotype 1 (aav1) vector expressing the s447x variant of the human lipoprotein lipase (lpl) gene']","","","C10AX10","","","","","https://en.wikipedia.org/wiki/Alipogene_tiparvovec",""
"Q6460439","","","","gataparsen","[]","[]","[]","['LY2181308']","","","","","","","","https://en.wikipedia.org/wiki/Gataparsen",""
"Q7833392","","","","trandolapril/verapamil","[]","[]","[]","['Tarka', 'trandolapril / Verapamil']","","","C09BB10","214866","","","","https://en.wikipedia.org/wiki/Trandolapril/verapamil",""
"Q8181650","","","","Acylcoffin","[]","[]","[]","[]","","","","","","","","",""
"Q8254025","","","","colecistocinina","[]","[]","[]","[]","","","","","","","","",""
"Q10366468","","","SCP-1","SCP-1","[]","[]","[]","[]","","","","","","","","",""
"Q10417385","","","","","[]","[]","[]","[]","","","N02AJ08","","","","","",""
"Q10552882","","","Lactal","Lactal","[]","[]","[]","[]","","","","","","","","",""
"Q11917070","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q12079551","астматол","астматол","","asthmatolum","[]","[]","[]","[]","","","","","https://uk.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D0%BC%D0%B0%D1%82%D0%BE%D0%BB","","https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D0%BC%D0%B0%D1%82%D0%BE%D0%BB","",""
"Q18386075","","","","sucroferric oxyhydroxide","[]","[]","[]","['Velphoro']","","","V03AE05","","","","","https://en.wikipedia.org/wiki/Sucroferric_oxyhydroxide",""
"Q18456210","","Золотая звезда","","Golden star balm","[]","['Звёздочка']","[]","[]","","","","","","","https://ru.wikipedia.org/wiki/%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%B0%D1%8F_%D0%B7%D0%B2%D0%B5%D0%B7%D0%B4%D0%B0_(%D0%BB%D0%B5%D0%BA%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%BE)","",""
"Q20707624","","","","indacaterol/glycopyrrolate","[]","[]","[]","['Utibron Neohaler', 'indacaterol / glycopyrronium bromide', 'glycopyrronium bromide / indacaterol maleate']","","90962","R03AL04","1721575","","","","https://en.wikipedia.org/wiki/Indacaterol/glycopyrronium_bromide",""
"Q20817252","","","Tinzaparine","tinzaparin","[]","[]","[]","[]","CHEMBL1201414","","B01AB10","69646","","","","",""
"Q21087541","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q21789862","","Sebelipase alfa","sebelipase alfa","sebelipase alfa","[]","[]","[]","['Kanuma']","CHEMBL3039537","","A16AB14","1726975","","","https://ru.wikipedia.org/wiki/Sebelipase_alfa","https://en.wikipedia.org/wiki/Sebelipase_alfa",""
"Q25110523","","Велпатасвир/Софосбувир","","sofosbuvir/velpatasvir","[]","['Epclusa', 'Sofosvel', 'Velasof', 'Velpanat', 'Sovihep V']","[]","['sofosbuvir / velpatasvir', 'Epclusa', 'Sofosvel', 'Velasof', 'Velpanat']","","","J05AP55","1799211","","","https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%BF%D0%B0%D1%82%D0%B0%D1%81%D0%B2%D0%B8%D1%80/%D0%A1%D0%BE%D1%84%D0%BE%D1%81%D0%B1%D1%83%D0%B2%D0%B8%D1%80","https://en.wikipedia.org/wiki/Sofosbuvir/velpatasvir",""
"Q27096081","","","hormone lutéinisante humaine","human luteinizing hormone","[]","[]","[]","[]","","","","","","","","",""
"Q28859598","","","","linagliptin / metformin","[]","[]","[]","[]","","","A10BD11","1243019","","","","",""
"Q28859600","","","","ceftolozane / tazobactam","[]","[]","[]","[]","","","","1597614","","","","",""
"Q28859615","","","","fenofibrate / simvastatin","[]","[]","[]","[]","","","C10BA04","1430892","","","","",""
"Q28859613","","","","follitropin alfa / lutropin alfa","[]","[]","[]","[]","","","","","","","","",""
"Q28859741","","","","varicella-zoster virus strain oka/merck live antigen","[]","[]","[]","['varicella zoster live(attenuated) antigen', 'human herpesvirus 3 live (attenuated) antigen', 'varicella-zoster virus strain oka/merck live (attenuated) antigen', 'zoster vaccine live (oka/merck)', 'varicella virus vaccine live (oka-merck) strain', 'varicella-zoster virus (live, attenuated)', 'varicella zoster live (attenuated) antigen']","","","","805486","","","","",""
"Q48566631","","","","dexamethasone / neomycin / polymyxin B","[]","[]","[]","[]","","","","216525","","","","",""
"Q48566639","","","","aspirin / caffeine / dihydrocodeine","[]","[]","[]","[]","","","","689512","","","","",""
"Q48566658","","","","aspirin / dipyridamole","[]","[]","[]","[]","","","","226716","","","","",""
"Q48566667","","","","acetaminophen / butalbital / caffeine / codeine","[]","[]","[]","[]","","","","689561","","","","",""
"Q48566670","","","","benzoyl peroxide / clindamycin","[]","[]","[]","[]","","","","646781","","","","",""
"Q48566673","","","","betamethasone / clotrimazole","[]","[]","[]","[]","","","","106928","","","","",""
"Q48566700","","","","Hydrochlorothiazide / Lisinopril","[]","[]","[]","[]","","","","214618","","","","",""
"Q48566724","","","","olmesartan/amlodipine/hydrochlorothiazide","[]","[]","[]","['Amlodipine / Hydrochlorothiazide / olmesartan', 'Tribenzor']","","","","1008801","","","","https://en.wikipedia.org/wiki/Olmesartan/amlodipine/hydrochlorothiazide",""
"Q48566733","","Меропенем/Ваборбактам","","meropenem/vaborbactam","[]","[]","[]","['meropenem / vaborbactam', 'Vabomere']","","","J01DH52","1945217","","","https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%80%D0%BE%D0%BF%D0%B5%D0%BD%D0%B5%D0%BC/%D0%92%D0%B0%D0%B1%D0%BE%D1%80%D0%B1%D0%B0%D0%BA%D1%82%D0%B0%D0%BC","https://en.wikipedia.org/wiki/Meropenem/vaborbactam",""
"Q48566767","","","","azelastine / fluticasone","[]","[]","[]","[]","","","","1291859","","","","",""
"Q48566771","","","","candesartan / hydrochlorothiazide","[]","[]","[]","[]","","","","284628","","","","",""
"Q48566781","","","","chlordiazepoxide / clidinium","[]","[]","[]","[]","","","","611854","","","","",""
"Q48566802","","амфетамина аспартат + амфетамина сульфат + дексамфетамина сульфат + дексамфетамина сахарат","","amphetamine aspartate / amphetamine sulfate / dextroamphetamine saccharate / dextroamphetamine sulfate","[]","[]","[]","[]","","","","822929","","","","",""
"Q48832106","","","","colistin / hydrocortisone / neomycin / thonzonium","[]","[]","[]","[]","","","","690105","","","","",""
"Q48832104","","","","bacitracin / neomycin / polymyxin B","[]","[]","[]","[]","","","","692572","","","","",""
"Q48832108","","","","bendroflumethiazide / nadolol","[]","[]","[]","[]","","","","214288","","","","",""
"Q48832109","","","","nitrofurantoin, macrocrystals / nitrofurantoin, monohydrate","[]","[]","[]","[]","","","","466542","","","","",""
"Q55641547","равулізумаб","","ravulizumab","ravulizumab","[]","[]","[]","['Ultomiris', 'ALXN1210']","","","","2107301","https://uk.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B2%D1%83%D0%BB%D1%96%D0%B7%D1%83%D0%BC%D0%B0%D0%B1","","","https://en.wikipedia.org/wiki/Ravulizumab",""
"Q56461710","","","","doravirine/lamivudine/tenofovir disoproxil fumarate","[]","[]","[]","['Delstrigo', 'MK-1439A']","","","","","","","","https://en.wikipedia.org/wiki/Doravirine/lamivudine/tenofovir",""
"Q61653285","","","candicidine","candicidin","[]","[]","[]","[]","","354984","G01AA04","","","","","https://en.wikipedia.org/wiki/Candicidin",""
"Q65240080","","","","Stemirac","[]","[]","[]","[]","","","","","","","","",""
"Q66085064","","","","Sitcom","[]","[]","[]","[]","","","","","","","","",""
"Q66590068","Пролактин","Пролактин","prolactine","prolactin","[]","[]","[]","['lactotropin,', 'PRL,', 'luteotropin,', 'lactogen,', 'luteotropic hormone,', 'lactogenic hormone,', 'LTH,']","","","","","https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/Prolactine","https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Prolactin",""
"Q68010523","","","","bempegaldesleukin","[]","[]","[]","['NKTR-214']","","","","","","","","https://en.wikipedia.org/wiki/Bempegaldesleukin",""
"Q84770357","","","","pegteograstim","[]","[]","[]","[]","","","L03AA17","","","","","",""
"Q85626789","","","","drug used in erectile dysfunction","[]","[]","[]","[]","","","G04BE","","","","","",""
"Q85709815","","","laxatif de contact","contact laxatives","[]","[]","[]","[]","","","A06AB","","","","","",""
"Q85760789","","","","ferric derisomaltose","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Ferric_derisomaltose",""
"Q89477461","","","","Stronger Neo-Minophagen C","[]","[]","[]","['SNMC']","","","","","","","","",""
"Q96414099","","","vonicog alfa","vonicog alfa","[]","[]","[]","['BAX-111', 'Vonvendi', 'Veyvondi']","","","","1812589","","","","https://en.wikipedia.org/wiki/Vonicog_alfa",""
"Q97097281","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q98523702","","Вилтоларсен","","Viltolarsen","[]","[]","[]","['Viltepso']","CHEMBL4298062","","","","","","https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BB%D1%82%D0%BE%D0%BB%D0%B0%D1%80%D1%81%D0%B5%D0%BD","https://en.wikipedia.org/wiki/Viltolarsen",""
"Q100391783","Бамланівімаб","Бамланивимаб","Bamlanivimab","bamlanivimab","[]","[]","[]","['LY3819253', 'LY-CoV555']","","","","2463114","https://uk.wikipedia.org/wiki/%D0%91%D0%B0%D0%BC%D0%BB%D0%B0%D0%BD%D1%96%D0%B2%D1%96%D0%BC%D0%B0%D0%B1","https://fr.wikipedia.org/wiki/Bamlanivimab","https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BC%D0%BB%D0%B0%D0%BD%D0%B8%D0%B2%D0%B8%D0%BC%D0%B0%D0%B1","https://en.wikipedia.org/wiki/Bamlanivimab",""
"Q100391844","","","","LY-CoV016","[]","[]","[]","['LY3832479']","","","","","","","","",""
"Q104897461","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q106643179","","","","dalazatide","[]","[]","[]","['ShK-186']","","","","","","","","",""
"Q106656308","","","","dapiclermin","[]","[]","[]","['Axokine']","","","","","","","","",""
"Q106664436","","","","lexaptepid pegol","[]","[]","[]","['NOX-H94']","","","","","","","","",""
"Q106713064","","","","muplestim","[]","[]","[]","['human interleukin-3 (nonglycosylated)', 'interleukin-3 human (recombinant)']","","","","","","","","",""
"Q106714048","","","","JI-38","[]","[]","[]","[]","","","","","","","","",""
"Q106728833","","","","viroxime","[]","[]","[]","[]","","","","","","","","",""
"Q107235286","","","","oral superabsorbent hydrogel","[]","[]","[]","['Gelesis100', 'Plenity']","","","","","","","","https://en.wikipedia.org/wiki/Gelesis100",""
"Q107400402","","","","ECT-001","[]","[]","[]","[]","","","","","","","","",""
"Q117800902","","","","Luteal hormone","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Luteal_Hormone",""
"Q124767356","","Катодная медь","","Copper cathode","[]","['Медные катоды', 'Электролитная медь', 'Медь рафинированная']","[]","['Cathode Cu']","","","","","","","https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F_%D0%BC%D0%B5%D0%B4%D1%8C","",""
"Q210420","кортикостероїди","кортикостероиды","corticoïde","corticosteroid","['кортикостероїд']","['Кортикостероид', 'Кортикоиды', 'Глюкокортикостероды']","['corticostéroides', 'corticoide', 'corticostéroïde', 'corticostéroide', 'glucocorticostéroïde', 'corticoides', 'cortico-stéroide', 'corticoïdes']","[]","","50858","S02BA","","https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D1%82%D0%B8%D0%BA%D0%BE%D1%81%D1%82%D0%B5%D1%80%D0%BE%D1%97%D0%B4%D0%B8","https://fr.wikipedia.org/wiki/Cortico%C3%AFde","https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D1%82%D0%B8%D0%BA%D0%BE%D1%81%D1%82%D0%B5%D1%80%D0%BE%D0%B8%D0%B4%D1%8B","https://en.wikipedia.org/wiki/Corticosteroid",""
