"url","title","page_name_decoded"
"http://utis.in.ua/hydralazine/","Гідралазин","hydralazine"
"http://utis.in.ua/isoniazid/","Гідранізил","isoniazid"
"http://utis.in.ua/berberine/","Гідрастис","berberine"
"http://utis.in.ua/arecoline/","Гідро бромід ареколіну","arecoline"
"http://utis.in.ua/hydrochlorothiazide/","Гідродіурил","hydrochlorothiazide"
"http://utis.in.ua/hydrochlorothiazide/","Гідродіуріл","hydrochlorothiazide"
"http://utis.in.ua/hydrocodone/","Гідрокодон","hydrocodone"
"http://utis.in.ua/hydrocodone/","Гідрокодон бітартрат","hydrocodone"
"http://utis.in.ua/hydrocortisone/","Гідрокортизон","hydrocortisone"
"http://utis.in.ua/aluminum-hydroxide/","Гідроксид алюміній","aluminum-hydroxide"
"http://utis.in.ua/calcium/","Гідроксид кальцію","calcium"
"http://utis.in.ua/hydroxyzine/","Гідроксизин","hydroxyzine"
"http://utis.in.ua/hydroxyurea/","Гідроксикарбамід","hydroxyurea"
"http://utis.in.ua/dimethylarsen/","Гідроксидиметил  оксид арсену","dimethylarsen"
"http://utis.in.ua/17-oxyprogesterone/","Гідроксипрогестерон","17-oxyprogesterone"
"http://utis.in.ua/hydroxyurea/","Гідроксисечовина","hydroxyurea"
"http://utis.in.ua/cresol/","Гідрокситолуол","cresol"
"http://utis.in.ua/hydroxyurea/","Гідроксиуреа","hydroxyurea"
"http://utis.in.ua/hydroxychloroquine/","Гідроксихлорохін","hydroxychloroquine"
"http://utis.in.ua/hydromorphone/","Гідроморфон","hydromorphone"
"http://utis.in.ua/aluminum-hydroxide/","Гідроокис алюмінію","aluminum-hydroxide"
"http://utis.in.ua/l-arginine/","Гідрохлорид аргініну","l-arginine"
"http://utis.in.ua/acetylcholine/","Гідрохлорид ацетилхоліну","acetylcholine"
"http://utis.in.ua/doxorubicine/","Гідрохлорид доксирубіцину","doxorubicine"
"http://utis.in.ua/ephedrine/","Гідрохлорид ефедрину","ephedrine"
"http://utis.in.ua/piperidolate/","Гідрохлорид пиперидолату","piperidolate"
"http://utis.in.ua/pilocarpine/","Гідрохлорид пілокарпіну","pilocarpine"
"http://utis.in.ua/sevelamer/","Гідрохлорид севеламеру","sevelamer"
"http://utis.in.ua/tetracycline/","Гідрохлорид хлортетрацикліну","tetracycline"
"http://utis.in.ua/hydrochlorothiazide/","Гідрохлоротіазид","hydrochlorothiazide"
"http://utis.in.ua/hydrochlorothiazide/","Гідрохлортіазид","hydrochlorothiazide"
"http://utis.in.ua/gammaglobulins/","Гізентра","gammaglobulins"
"http://utis.in.ua/fingolimod/","Гіленія","fingolimod"
"http://utis.in.ua/isoniazid/","ГІНК","isoniazid"
"http://utis.in.ua/miconazole/","Гіно-Дактарин","miconazole"
"http://utis.in.ua/econazole/","Гіно-певарил (вагінальні супозиторії)","econazole"
"http://utis.in.ua/tioconazole/","Гіно-трозид","tioconazole"
"http://utis.in.ua/butoconazole/","Гінофорт (вагінальний крем)","butoconazole"
"http://utis.in.ua/hyoscyamine/","Гіосциамін","hyoscyamine"
"http://utis.in.ua/diatrizoate/","Гіпак","diatrizoate"
"http://utis.in.ua/hypericum/","Гіперикум геларіум","hypericum"
"http://utis.in.ua/hypericum/","Гіперикум гербіон","hypericum"
"http://utis.in.ua/hypericum/","Гіперицин","hypericum"
"http://utis.in.ua/antirhesus-immunoglobulin/","ГіперРоу","antirhesus-immunoglobulin"
"http://utis.in.ua/diazoxide/","Гіперстат","diazoxide"
"http://utis.in.ua/malignant-hyperthermia/","Гіперпірексія злоякісна (Malignant Hyperpyrexia) та вагітність","malignant-hyperthermia"
"http://utis.in.ua/malignant-hyperthermia/","Гіпертермія злоякісна та вагітність","malignant-hyperthermia"
"http://utis.in.ua/malignant-hyperthermia/","Гіпертермія наркозу (Hyperthermia of anesthesia) та ватігість","malignant-hyperthermia"
"http://utis.in.ua/hyperthermia/","Гіпертермія та вагітність","hyperthermia"
"http://utis.in.ua/%d0%b3%d1%96%d0%bf%d0%b5%d1%80%d1%82%d0%b8%d1%80%d0%b5%d0%be%d0%b7-%d1%82%d0%b0-%d0%b2%d0%b0%d0%b3%d1%96%d1%82%d0%bd%d1%96%d1%81%d1%82%d1%8c/","Гіпертиреоз та вагітніс","gіpertireoz-ta-vagіtnіst'"
"http://utis.in.ua/increased-cholesterol-in-pregnancy/","Гіперхолестеринемія","increased-cholesterol-in-pregnancy"
"http://utis.in.ua/increased-cholesterol-in-pregnancy/","Гіперхолестеринемія та вагітність","increased-cholesterol-in-pregnancy"
"http://utis.in.ua/zolpidem/","Гіпноген","zolpidem"
"http://utis.in.ua/hypoxia/","Гіпоксія","hypoxia"
"http://utis.in.ua/hypoxia/","Гіпоксія т","hypoxia"
"http://utis.in.ua/hypoxia/","а вагітність","hypoxia"
"http://utis.in.ua/lepirudin/","Гірудин","lepirudin"
"http://utis.in.ua/astemizole/","Гісманал","astemizole"
"http://utis.in.ua/terfenadine/","Гістадин","terfenadine"
"http://utis.in.ua/histamine/","Гістамін","histamine"
"http://utis.in.ua/insulin-glargine/","Гларгін (інсулін)","insulin-glargine"
"http://utis.in.ua/glatiramer/","Глатирамер","glatiramer"
"http://utis.in.ua/levofloxacin/","Глево","levofloxacin"
"http://utis.in.ua/lomustine/","Глеостин","lomustine"
"http://utis.in.ua/diving-and-pregnancy/","Глибоководне пірнання","diving-and-pregnancy"
"http://utis.in.ua/carmustine/","Гліадел","carmustine"
"http://utis.in.ua/glipizide/","Глібенез","glipizide"
"http://utis.in.ua/glyburide/","Глібенкламід","glyburide"
"http://utis.in.ua/glyburide/","Глібурид","glyburide"
"http://utis.in.ua/imatinib/","Глівек","imatinib"
"http://utis.in.ua/gliclazide/","Гліклазид","gliclazide"
"http://utis.in.ua/ethylene-glycol/","Гліколева кислота","ethylene-glycol"
"http://utis.in.ua/metformin/","Глікон","metformin"
"http://utis.in.ua/glycopyrrolate-2/","Глікопіролат","glycopyrrolate-2"
"http://utis.in.ua/glycopyrrolate-2/","Глікопірролат","glycopyrrolate-2"
"http://utis.in.ua/glimepiride/","Глімепірид","glimepiride"
"http://utis.in.ua/glyburide/","Гліназа","glyburide"
"http://utis.in.ua/glipizide/","Глінез","glipizide"
"http://utis.in.ua/akarbose/","Гліноза","akarbose"
"http://utis.in.ua/glipizide/","Гліпізид","glipizide"
"http://utis.in.ua/metformin/","Гліформін","metformin"
"http://utis.in.ua/glycerin/","Гліцерин","glycerin"
"http://utis.in.ua/glycerin/","Гліцерол","glycerin"
"http://utis.in.ua/glycyrrhizin/","Гліциризин","glycyrrhizin"
"http://utis.in.ua/lomustine/","Глостин","lomustine"
"http://utis.in.ua/calcium/","Глубіонат кальцію","calcium"
"http://utis.in.ua/amantadine/","Глудантан","amantadine"
"http://utis.in.ua/metformin/","Глуметца","metformin"
"http://utis.in.ua/insulin-glulisine/","Глулізин (інсулін)","insulin-glulisine"
"http://utis.in.ua/monosodium-glutamate/","Глутамат натрію","monosodium-glutamate"
"http://utis.in.ua/glutathione/","Глутатіон","glutathione"
"http://utis.in.ua/glucagon/","Глюкагон","glucagon"
"http://utis.in.ua/akarbose/","Глюкобай","akarbose"
"http://utis.in.ua/dextrose/","Глюкоза","dextrose"
"http://utis.in.ua/glucosamine/","Глюкозамін","glucosamine"
"http://utis.in.ua/calcium/","Глюконат кальцію","calcium"
"http://utis.in.ua/zinc/","Глюконат цинку","zinc"
"http://utis.in.ua/glipizide/","Глюкотрол","glipizide"
"http://utis.in.ua/metformin/","Глюкофаж","metformin"
"http://utis.in.ua/glutetimid/","Глютетимід","glutetimid"
"http://utis.in.ua/tinidazole/","Глонгін","tinidazole"
"http://utis.in.ua/%d0%b3%d0%be%d0%b7%d0%b5%d1%80%d0%b5%d0%bb%d1%96%d0%bd/","Гозерелін","gozerelіn"
"http://utis.in.ua/golimumab/","Голімумаб","golimumab"
"http://utis.in.ua/gonadotropins/","Гонадотропін людини хоріонічний","gonadotropins"
"http://utis.in.ua/gonadotropins/","Гонадотропіни","gonadotropins"
"http://utis.in.ua/gonadotropins/","Гонадотропіни менопаузні","gonadotropins"
"http://utis.in.ua/gonadotropins/","Гонадотропні гормони","gonadotropins"
"http://utis.in.ua/gonadotropins/","Гонал-Ф","gonadotropins"
"http://utis.in.ua/trandolapril/","Гоптен","trandolapril"
"http://utis.in.ua/arecoline/","Горіх арека","arecoline"
"http://utis.in.ua/arecoline/","Горіх бетель","arecoline"
"http://utis.in.ua/nutmeg/","Горіх мускатний","nutmeg"
"http://utis.in.ua/nutmeg/","Горіха мускатного олія","nutmeg"
"http://utis.in.ua/corticotropin/","Гормон адренокортикотропний","corticotropin"
"http://utis.in.ua/vasopressin/","Гормон антидіуретичний","vasopressin"
"http://utis.in.ua/prolactin/","Гормон лактогенний","prolactin"
"http://utis.in.ua/prolactin/","Гормон лактотропний","prolactin"
"http://utis.in.ua/gonadotropins/","Гормон лютеїнізуючий","gonadotropins"
"http://utis.in.ua/growth-hormone/","Гормон росту","growth-hormone"
"http://utis.in.ua/growth-hormone/","Гормон самототропний","growth-hormone"
"http://utis.in.ua/gonadotropins/","Гормон фолікулостимулюючий","gonadotropins"
"http://utis.in.ua/gonadotropins/","Гормони гонадотропні","gonadotropins"
"http://utis.in.ua/asiatic-acid/","Готу кола","asiatic-acid"
"http://utis.in.ua/amoxicillin/","Граксимол","amoxicillin"
"http://utis.in.ua/amoxicillin/","Грамокс-Д","amoxicillin"
"http://utis.in.ua/granisetron/","Гранісетрон","granisetron"
"http://utis.in.ua/para-aminosalicylic-acid/","Гранупас","para-aminosalicylic-acid"
"http://utis.in.ua/sofosbuvir/","Гратеціано","sofosbuvir"
"http://utis.in.ua/influenza-vaccine/","Грип – вакцина","influenza-vaccine"
"http://utis.in.ua/influenza-%d0%b0-h1n1-vaccine/","Грип А (H1N1) – вакцина","influenza-a-h1n1-vaccine"
"http://utis.in.ua/influenza-%d0%b0-h1n1-vaccine/","Грипол-нео","influenza-a-h1n1-vaccine"
"http://utis.in.ua/silicone-pectoral-implants/","Грудні силіконові імплантати","silicone-pectoral-implants"
"http://utis.in.ua/erythromycin/","Грюнаміцін","erythromycin"
"http://utis.in.ua/guar-gum/","Гуар","guar-gum"
"http://utis.in.ua/guar-gum/","Гуара камедь","guar-gum"
"http://utis.in.ua/guar-gum/","Гуаран","guar-gum"
"http://utis.in.ua/guar-gum/","Гуарана камедь","guar-gum"
"http://utis.in.ua/%d0%b3%d1%83%d0%b0%d1%80%d0%be%d0%b2%d0%b0-%d0%ba%d0%b0%d0%bc%d0%b5%d0%b4%d1%8c/","Гуарова камедь","guarova-kamed'"
"http://utis.in.ua/guar-gum/","Гуарова мука","guar-gum"
"http://utis.in.ua/guar-gum/","Гуарова смола","guar-gum"
"http://utis.in.ua/lactulose/","Гудлак","lactulose"
"http://utis.in.ua/lactulose/","Гутталакс","lactulose"
"http://utis.in.ua/hexachlorobenzene/","ГХБ","hexachlorobenzene"
"http://utis.in.ua/hexachlorocyclohexane/","ГХЦ","hexachlorocyclohexane"
"http://utis.in.ua/glucosamine/","2-аміно-2-дезоксиглюкоза","glucosamine"
"http://utis.in.ua/5-aminosalicylic-acid/","5-Аміно-саліцилова кислота","5-aminosalicylic-acid"
"http://utis.in.ua/asparagine-acid/","D-аспарагінова кислота","asparagine-acid"
"http://utis.in.ua/asparaginase/","L-аспарагіназа","asparaginase"
"http://utis.in.ua/asparagine-acid/","L-аспарагінова кислота","asparagine-acid"
"http://utis.in.ua/acetylcysteine/","N-ацетилцистеїн","acetylcysteine"
"http://utis.in.ua/ademetionine/","S-аденозил-L-метіонін","ademetionine"
"http://utis.in.ua/sertraline/","А-депресин","sertraline"
"http://utis.in.ua/doxycycline/","Абадокс","doxycycline"
"http://utis.in.ua/abacavir/","Абакавір","abacavir"
"http://utis.in.ua/abacavir/","Абакавіру сульфат","abacavir"
"http://utis.in.ua/abaktal/","Абактал","abaktal"
"http://utis.in.ua/abacavir/","Абамат","abacavir"
"http://utis.in.ua/avermectin-2/","Абамектин","avermectin-2"
"http://utis.in.ua/abacavir/","Абамун","abacavir"
"http://utis.in.ua/abatacept/","Абатацепт","abatacept"
"http://utis.in.ua/urokinase/","Аббокіназа","urokinase"
"http://utis.in.ua/memantine/","Абікса","memantine"
"http://utis.in.ua/aripiprazole/","Абіліфай","aripiprazole"
"http://utis.in.ua/abiraterone/","Абірапро","abiraterone"
"http://utis.in.ua/abiraterone/","Абіратас","abiraterone"
"http://utis.in.ua/abiraterone/","Абіратерон","abiraterone"
"http://utis.in.ua/abiraterone/","Абіратерону ацетат","abiraterone"
"http://utis.in.ua/levofloxacin/","Абіфлокс","levofloxacin"
"http://utis.in.ua/gadofosveset/","Аблавар","gadofosveset"
"http://utis.in.ua/paclitaxel/","Абраксан","paclitaxel"
"http://utis.in.ua/absiximab/","Абциксимаб","absiximab"
"http://utis.in.ua/avanafil/","Аваналав","avanafil"
"http://utis.in.ua/avanafil/","Аванафіл","avanafil"
"http://utis.in.ua/rosiglitazon%d0%b5/","Авандія","rosiglitazone"
"http://utis.in.ua/bevacizumab/","Авастин","bevacizumab"
"http://utis.in.ua/bevacizumab/","Авастін","bevacizumab"
"http://utis.in.ua/streptokinase/","Авелізин","streptokinase"
"http://utis.in.ua/moxifloxacine/","Авелокс","moxifloxacine"
"http://utis.in.ua/avermectin/","Авермектин","avermectin"
"http://utis.in.ua/avermectin/","Авермектини","avermectin"
"http://utis.in.ua/avermectin-2/","Авермектин В1","avermectin-2"
"http://utis.in.ua/air-travels-and-pregnancy/","Авіапереліт","air-travels-and-pregnancy"
"http://utis.in.ua/air-travels-and-pregnancy/","Авіаперельоти вагітних","air-travels-and-pregnancy"
"http://utis.in.ua/air-travels-and-pregnancy/","Авіаперельоти при вагітності","air-travels-and-pregnancy"
"http://utis.in.ua/pheniramine/","Авіл","pheniramine"
"http://utis.in.ua/dimenhydrinate/","Авіомарин","dimenhydrinate"
"http://utis.in.ua/dutasteride/","Аводарт","dutasteride"
"http://utis.in.ua/avonex/","Авонекс","avonex"
"http://utis.in.ua/agalsidase-beta/","Агалзидаза бета","agalsidase-beta"
"http://utis.in.ua/agalsidase-beta/","Агальсидаза бета","agalsidase-beta"
"http://utis.in.ua/amprenavir/","Агенераза","amprenavir"
"http://utis.in.ua/alglucosidase-alfa/","Алглюкозидаза-a","alglucosidase-alfa"
"http://utis.in.ua/alglucosidase-alfa/","Алглюкозидаза альфа","alglucosidase-alfa"
"http://utis.in.ua/tirofiban/","Аграстат","tirofiban"
"http://utis.in.ua/%d0%b0%d0%b3%d1%80%d0%b5%d0%bb%d1%96%d0%b4/","Агрелід","agrelіd"
"http://utis.in.ua/%d0%b0%d0%b3%d1%80%d0%b5%d0%bb%d1%96%d0%b4/","Агрилін","agrelіd"
"http://utis.in.ua/nifedipine/","Адалат","nifedipine"
"http://utis.in.ua/adalimumab/","Адалімумаб","adalimumab"
"http://utis.in.ua/methylenedioxymethamphetamine/","Адам","methylenedioxymethamphetamine"
"http://utis.in.ua/adapalene/","Адапален","adapalene"
"http://utis.in.ua/doxepin/","Адапін","doxepin"
"http://utis.in.ua/diphtheria-tetanus-pertussis-vaccine/","Адацел","diphtheria-tetanus-pertussis-vaccine"
"http://utis.in.ua/lindane/","γ-бензен гексахлорид","lindane"
"http://utis.in.ua/basiliximab/","Баготирокс","basiliximab"
"http://utis.in.ua/%d0%b5xenatide/","Баета","exenatide"
"http://utis.in.ua/basiliximab/","Базіліксімаб","basiliximab"
"http://utis.in.ua/nitrendipine/","Байпрес","nitrendipine"
"http://utis.in.ua/nitrendipine/","Байпресс","nitrendipine"
"http://utis.in.ua/silicone-pectoral-implants/","Байсилон","silicone-pectoral-implants"
"http://utis.in.ua/baclofen/","Баклон","baclofen"
"http://utis.in.ua/baclofen/","Баклофен","baclofen"
"http://utis.in.ua/amdinocillin/","Бакмециламін","amdinocillin"
"http://utis.in.ua/%d0%b0ugmentin/","Бактоклав","augmentin"
"http://utis.in.ua/bactrim/","Бактрим","bactrim"
"http://utis.in.ua/bactroban/","Бактробан","bactroban"
"http://utis.in.ua/unitol/","Бал (","unitol"
"http://utis.in.ua/balsalazide/","Балсалазид","balsalazide"
"http://utis.in.ua/pipemidic-acid/","Балурол","pipemidic-acid"
"http://utis.in.ua/propolis/","Бальзам перуанський","propolis"
"http://utis.in.ua/entecavir/","Бараклюд","entecavir"
"http://utis.in.ua/barbital/","Барбітал","barbital"
"http://utis.in.ua/quercetin/","Барвник 10 натуральний жовтий","quercetin"
"http://utis.in.ua/diosmin/","Баросмін","diosmin"
"http://utis.in.ua/bariatric/","Баріатрична хірургія","bariatric"
"http://utis.in.ua/salmeterol-3/","Адвайр","salmeterol-3"
"http://utis.in.ua/ibuprofen/","Адвіл","ibuprofen"
"http://utis.in.ua/ademetionine/","Аддерал","ademetionine"
"http://utis.in.ua/acetaldehyde/","Адельгід оцтовий","acetaldehyde"
"http://utis.in.ua/ademetionine/","Адеметіонін","ademetionine"
"http://utis.in.ua/vidarabine/","Аденіну арабінозид","vidarabine"
"http://utis.in.ua/adenosine/","Аденозин","adenosine"
"http://utis.in.ua/adenosine/","Аденокард","adenosine"
"http://utis.in.ua/adenuric/","Аденурік","adenuric"
"http://utis.in.ua/sertraline/","А-депресин","sertraline"
"http://utis.in.ua/adefovir/","Адефовір діпівоксил","adefovir"
"http://utis.in.ua/erythromycin/","Адіміцин","erythromycin"
"http://utis.in.ua/phentermine/","Адіпекс","phentermine"
"http://utis.in.ua/desmopressin/","Адіупресин","desmopressin"
"http://utis.in.ua/diphtheria-tetanus-pertussis-vaccine/","АД-М","diphtheria-tetanus-pertussis-vaccine"
"http://utis.in.ua/dimenhydrinate/","Адразин","dimenhydrinate"
